MT	30001000100	1366	1335	10833840352	75093054	    4182.969	      28.994	 45.1014235	-112.9579958                                                                                                        
MT	30001000200	3470	1878	3494121381	3300774	    1349.088	       1.274	 45.2353144	-112.7167472                                                                                                          
MT	30001000300	4410	2060	24776660	0	       9.566	       0.000	 45.2161958	-112.6229480                                                                                                                  
MT	30003000100	4522	1883	2235201238	8539065	     863.016	       3.297	 45.8430870	-107.5347703                                                                                                          
MT	30003940400	1790	582	2397111361	9151689	     925.530	       3.533	 45.1648530	-106.7936034                                                                                                           
MT	30003940500	1436	711	3861548946	25488444	    1490.952	       9.841	 45.3552637	-108.0583508                                                                                                          
MT	30003940600	2923	809	1510071760	3651616	     583.042	       1.410	 45.6264647	-107.2938916                                                                                                           
MT	30003940700	2194	710	2934254410	2762150	    1132.922	       1.066	 45.2073046	-107.4031079                                                                                                           
MT	30005000100	1353	635	3117056950	2954666	    1203.502	       1.141	 48.7619597	-108.6249754                                                                                                           
MT	30005000200	2410	1279	5534245778	18821903	    2136.784	       7.267	 48.3323912	-109.2584385                                                                                                         
MT	30005940100	1398	459	879462182	1983904	     339.562	       0.766	 48.3601602	-108.6550070                                                                                                            
MT	30005940200	1330	470	1418529535	5325340	     547.697	       2.056	 48.0958888	-108.7432551                                                                                                           
MT	30007000100	2077	972	17954552	5435744	       6.932	       2.099	 46.3373860	-111.5199269                                                                                                             
MT	30007000200	3535	1723	3070713200	114262026	    1185.609	      44.117	 46.3344755	-111.4961030                                                                                                        
MT	30009000100	2487	1152	506916354	4606033	     195.722	       1.778	 45.5190231	-109.0023913                                                                                                           
MT	30009000200	1756	874	378552669	1636092	     146.160	       0.632	 45.3188625	-109.0017493                                                                                                            
MT	30009000300	2222	1730	30906819	77779	      11.933	       0.030	 45.2036162	-109.2483358                                                                                                              
MT	30009000400	2259	1887	1986720431	18317082	     767.077	       7.072	 45.2036300	-109.4241629                                                                                                         
MT	30009000500	1354	798	2403240051	10003101	     927.896	       3.862	 45.1710821	-108.7135853                                                                                                          
MT	30011000300	1160	810	8652506323	19496295	    3340.752	       7.528	 45.5168247	-104.5153243                                                                                                          
MT	30013000100	2621	1193	8095600	484228	       3.126	       0.187	 47.5221629	-111.2268903                                                                                                              
MT	30013000200	3846	1746	3046898	47776	       1.176	       0.018	 47.5133122	-111.2528117                                                                                                               
MT	30013000300	3432	1488	1961736	185028	       0.757	       0.071	 47.5123030	-111.2737486                                                                                                              
MT	30013000400	1910	984	1116761	120613	       0.431	       0.047	 47.5132386	-111.2859162                                                                                                               
MT	30013000700	2053	1004	1688067	213520	       0.652	       0.082	 47.4992526	-111.3017172                                                                                                              
MT	30013000800	1810	926	799222	0	       0.309	       0.000	 47.4997322	-111.2860328                                                                                                                     
